meal_name,Carbs,Proteins,Fats,Calories,Meal_Time,p_ratio,c_ratio,f_ratio,Food_Cluster,Meal_Plan
wonton soup,11.7,4.6,0.6,71.0,Lunch,0.27218934911242604,0.6923076923076923,0.03550295857988166,1,HIIT
mushroom barley soup,29.3,4.6,5.5,186.0,Snack,0.11675126903553298,0.7436548223350254,0.13959390862944163,1,HIIT
gazpacho soup,6.6,10.7,0.4,70.0,Lunch,0.6045197740112995,0.37288135593220345,0.022598870056497182,2,Build Muscle
beef mushroom soup,15.9,14.0,7.3,186.0,Lunch,0.37634408602150543,0.42741935483870974,0.19623655913978497,4,Endurance
chicken rice soup,13.0,12.3,3.2,127.0,Lunch,0.43157894736842106,0.45614035087719296,0.11228070175438597,4,Endurance
pepperpot soup,9.1,6.2,4.5,100.0,Lunch,0.31313131313131315,0.45959595959595956,0.22727272727272727,4,Endurance
vegetable soup,24.6,4.3,4.0,149.0,Lunch,0.13069908814589662,0.7477203647416413,0.12158054711246198,1,HIIT
chili beef soup,49.6,13.4,6.7,308.0,Lunch,0.19225251076040173,0.7116212338593975,0.09612625538020086,1,HIIT
chicken soup,16.9,12.4,6.5,174.0,Lunch,0.3463687150837989,0.4720670391061452,0.18156424581005587,4,Endurance
bean with frankfurters soup,22.0,10.0,7.0,188.0,Lunch,0.2564102564102564,0.5641025641025641,0.1794871794871795,4,Endurance
pea soup,25.6,8.3,2.8,161.0,Lunch,0.22615803814713897,0.6975476839237057,0.0762942779291553,1,HIIT
turkey soup,14.1,10.2,4.4,135.0,Lunch,0.3554006968641115,0.49128919860627185,0.15331010452961677,4,Endurance
stockpot soup,23.1,9.8,7.8,201.0,Lunch,0.24078624078624078,0.5675675675675675,0.19164619164619162,4,Endurance
hot sour soup,10.1,6.0,2.8,91.0,Lunch,0.31746031746031744,0.5343915343915343,0.1481481481481481,4,Endurance
cheese soup,28.0,2.0,9.7,203.0,Lunch,0.05037783375314861,0.7052896725440806,0.24433249370277074,4,Endurance
cream of potato soup,32.2,3.8,4.7,186.0,Lunch,0.09336609336609336,0.7911547911547911,0.11547911547911548,1,HIIT
bean with bacon soup,16.4,5.5,2.1,106.0,Breakfast,0.22916666666666666,0.6833333333333332,0.08750000000000001,1,HIIT
split pea soup with ham,56.2,20.7,8.9,381.0,Lunch,0.24125874125874122,0.6550116550116549,0.10372960372960371,4,Endurance
lentil soup with ham,20.2,9.3,2.8,139.0,Lunch,0.2879256965944273,0.6253869969040248,0.08668730650154799,4,Endurance
tomato soup,22.5,2.2,0.7,98.0,Lunch,0.08661417322834647,0.8858267716535434,0.027559055118110236,1,HIIT
chili without beans canned,14.6,18.1,17.0,283.0,Lunch,0.3641851106639839,0.2937625754527163,0.34205231388329976,0,Weight Loss
minestrone soup,22.6,8.6,5.0,167.0,Lunch,0.23756906077348064,0.6243093922651933,0.13812154696132595,4,Endurance
clam chowder soup,24.5,4.4,4.4,154.0,Lunch,0.13213213213213215,0.7357357357357358,0.13213213213213215,1,HIIT
tomato vegetable soup,9.9,1.9,0.8,54.0,Lunch,0.15079365079365076,0.7857142857142857,0.06349206349206349,1,HIIT
cream of rice coup,28.1,2.2,0.2,127.0,Lunch,0.07213114754098361,0.9213114754098362,0.006557377049180328,1,HIIT
cream of celery soup,17.7,3.3,11.2,181.0,Lunch,0.10248447204968943,0.5496894409937888,0.3478260869565217,4,Endurance
chicken gravy,12.9,4.6,13.6,188.0,Snack,0.14790996784565916,0.41479099678456594,0.4372990353697749,4,Endurance
tomato rice soup,44.1,4.2,5.5,240.0,Lunch,0.07806691449814127,0.8197026022304832,0.10223048327137546,1,HIIT
vegetable beef soup,9.6,18.1,2.0,128.0,Lunch,0.6094276094276094,0.3232323232323232,0.06734006734006734,2,Build Muscle
tomato beef noodle soup,42.3,8.9,8.6,281.0,Lunch,0.1488294314381271,0.7073578595317725,0.14381270903010032,1,HIIT
oyster stew soup,8.2,4.2,7.7,118.0,Lunch,0.20895522388059704,0.40796019900497515,0.3830845771144279,4,Endurance
ramen noodle soup dry,53.9,8.9,13.3,371.0,Lunch,0.11695137976346913,0.7082785808147175,0.17477003942181343,4,Endurance
chicken noodle soup,18.4,7.2,4.7,145.0,Lunch,0.23762376237623764,0.6072607260726073,0.15511551155115513,4,Endurance
cream of asparagus soup,21.5,4.6,8.2,174.0,Lunch,0.13411078717201166,0.6268221574344024,0.239067055393586,4,Endurance
turkey noodle soup,17.3,7.8,4.0,139.0,Lunch,0.26804123711340205,0.5945017182130584,0.1374570446735395,4,Endurance
cream of shrimp soup,16.5,5.6,10.4,181.0,Lunch,0.1723076923076923,0.5076923076923077,0.32,4,Endurance
bean with pork soup,44.1,15.3,11.5,335.0,Lunch,0.2157968970380818,0.622002820874471,0.1622002820874471,4,Endurance
split pea soup,29.9,9.7,2.3,180.0,Lunch,0.23150357995226734,0.713603818615752,0.054892601431980916,1,HIIT
escarole soup,4.0,3.4,4.0,61.0,Lunch,0.2982456140350877,0.3508771929824561,0.3508771929824561,4,Endurance
chicken stock,8.5,6.0,2.9,86.0,Snack,0.3448275862068966,0.4885057471264368,0.16666666666666669,4,Endurance
tomato bisque soup,47.7,4.5,5.0,248.0,Lunch,0.07867132867132867,0.833916083916084,0.08741258741258741,1,HIIT
shark fin soup,8.2,6.9,4.3,99.0,Lunch,0.3556701030927836,0.422680412371134,0.2216494845360825,4,Endurance
onion soup,16.4,7.5,3.5,113.0,Lunch,0.2737226277372263,0.5985401459854014,0.12773722627737227,4,Endurance
chicken gumbo soup,16.8,5.3,2.9,113.0,Lunch,0.212,0.672,0.11599999999999999,4,Endurance
crab soup,12.5,10.4,0.8,95.0,Lunch,0.4388185654008439,0.5274261603375527,0.03375527426160338,4,Endurance
tripe soup,8.1,17.2,5.2,148.0,Lunch,0.5639344262295083,0.2655737704918033,0.17049180327868854,2,Build Muscle
little india little lunch,2.0,0.0,10.6,164.0,Snack,0.0,0.15873015873015872,0.8412698412698413,3,Balanced
original chicken sandwich chick fil a,0.0,0.0,5.1,125.0,Lunch,0.0,0.0,1.0,3,Balanced
sausage mcmuffin mcdonalds,28.2,14.6,24.2,383.0,Breakfast,0.21791044776119403,0.4208955223880597,0.3611940298507463,4,Endurance
sausage mcgriddles mcdonalds,42.2,11.4,24.0,421.0,Breakfast,0.14690721649484537,0.5438144329896908,0.30927835051546393,4,Endurance
crispy chicken drumstick kentucky fried chicken,0.0,10.6,3.0,70.0,Snack,0.7794117647058824,0.0,0.22058823529411764,2,Build Muscle
chicken crispy drumsticks kentucky fried chicken,4.5,11.8,10.1,156.0,Snack,0.446969696969697,0.17045454545454547,0.38257575757575757,0,Weight Loss
biscuit kentucky fried chicken,22.1,3.8,9.1,185.0,Snack,0.10857142857142857,0.6314285714285715,0.26,4,Endurance
english muffin mcdonalds,2.9,5.7,2.3,97.0,Snack,0.5229357798165138,0.26605504587155965,0.21100917431192662,0,Weight Loss
french fries mcdonalds,49.8,4.0,18.1,378.0,Breakfast,0.05563282336578581,0.6926286509040332,0.2517385257301808,4,Endurance
hotdog,28.5,16.4,23.0,383.0,Lunch,0.24153166421207653,0.4197349042709867,0.33873343151693663,4,Endurance
french fries burger king,28.6,2.4,9.2,207.0,Lunch,0.059701492537313425,0.7114427860696517,0.22885572139303478,4,Endurance
original taco with beef cheese lettuce taco bell,13.7,6.1,8.8,158.0,Lunch,0.21328671328671328,0.479020979020979,0.30769230769230776,4,Endurance
hotdog with chili,31.3,13.5,13.4,296.0,Lunch,0.23195876288659795,0.5378006872852235,0.2302405498281787,4,Endurance
chicken crispy wings kentucky fried chicken,5.1,9.2,10.1,148.0,Snack,0.3770491803278688,0.20901639344262296,0.4139344262295082,0,Weight Loss
egg white delight mcdonalds,0.0,0.0,16.0,250.0,Breakfast,0.0,0.0,1.0,3,Balanced
french toast sticks burger king,8.7,1.3,3.7,73.0,Breakfast,0.09489051094890512,0.635036496350365,0.27007299270072993,4,Endurance
mcchicken mcdonalds,36.6,13.7,17.3,358.0,Lunch,0.20266272189349113,0.5414201183431954,0.25591715976331364,4,Endurance
nachos supreme taco bell,45.0,14.8,26.6,480.0,Lunch,0.17129629629629628,0.5208333333333333,0.30787037037037035,4,Endurance
crispy chicken wing kentucky fried chicken,1.3,12.6,5.3,104.0,Snack,0.65625,0.06770833333333334,0.2760416666666667,2,Build Muscle
chicken strips burger king,7.4,6.6,5.5,105.0,Lunch,0.3384615384615384,0.3794871794871795,0.28205128205128205,4,Endurance
crispy chicken breast kentucky fried chicken,0.4,38.2,6.7,214.0,Dinner,0.8432671081677704,0.008830022075055188,0.14790286975717437,2,Build Muscle
sausage biscuit mcdonalds,31.8,11.3,29.7,440.0,Breakfast,0.15521978021978022,0.4368131868131868,0.40796703296703296,4,Endurance
sausage burrito mcdonalds,24.2,13.0,17.1,339.0,Breakfast,0.23941068139963165,0.4456721915285451,0.31491712707182323,4,Endurance
onion rings burger king,39.7,3.5,23.0,379.0,Lunch,0.052870090634441085,0.5996978851963747,0.3474320241691843,4,Endurance
turkey patty fried,4.4,3.9,5.0,79.0,Snack,0.2932330827067669,0.3308270676691729,0.37593984962406013,0,Weight Loss
hotcakes with syrup mcdonalds,101.8,9.0,17.8,601.0,Breakfast,0.06998444790046657,0.7916018662519441,0.13841368584758942,1,HIIT
crispy chicken thigh kentucky fried chicken,0.0,20.4,9.1,163.0,Snack,0.6915254237288135,0.0,0.3084745762711864,2,Build Muscle
corn dog,21.0,6.7,9.4,195.0,Snack,0.18059299191374664,0.5660377358490566,0.25336927223719674,4,Endurance
chicken box mcdonalds,5.5,0.2,4.0,70.0,Snack,0.02061855670103093,0.5670103092783506,0.4123711340206186,4,Endurance
potato wedges kentucky fried chicken,45.0,5.4,19.8,379.0,Breakfast,0.07692307692307693,0.641025641025641,0.28205128205128205,4,Endurance
scrambled eggs mcdonalds,0.9,7.7,7.5,98.0,Breakfast,0.47826086956521735,0.05590062111801242,0.4658385093167701,0,Weight Loss
egg mcmuffin mcdonalds,27.3,17.2,12.2,287.0,Breakfast,0.30335097001763667,0.48148148148148145,0.21516754850088182,4,Endurance
nachos taco bell,36.0,5.1,21.9,362.0,Lunch,0.08095238095238094,0.5714285714285714,0.3476190476190476,4,Endurance
biscuit large mcdonalds,39.4,5.5,14.4,310.0,Breakfast,0.0927487352445194,0.6644182124789207,0.24283305227655988,4,Endurance
crispy chicken strips kentucky fried chicken,6.4,9.5,7.2,129.0,Snack,0.4112554112554112,0.27705627705627706,0.3116883116883117,0,Weight Loss
hotcakes mcdonalds,19.0,3.0,2.9,113.0,Snack,0.12048192771084339,0.7630522088353414,0.11646586345381527,1,HIIT
chicken crispy breast kentucky fried chicken,11.9,29.7,23.2,375.0,Dinner,0.4583333333333333,0.18364197530864199,0.35802469135802467,0,Weight Loss
hotcakes sausage mcdonalds,102.4,15.5,34.9,776.0,Breakfast,0.10143979057591622,0.6701570680628273,0.22840314136125653,4,Endurance
chips chipotle,2.1,0.2,7.1,151.0,Snack,0.02127659574468085,0.22340425531914893,0.7553191489361701,3,Balanced
biscuit mcdonalds,33.3,4.7,12.2,261.0,Breakfast,0.09362549800796813,0.6633466135458166,0.24302788844621512,4,Endurance
spaghetti with meatballs,22.9,8.7,8.2,200.0,Snack,0.2185929648241206,0.5753768844221105,0.20603015075376885,4,Endurance
meat ravioli canned,36.0,8.9,8.9,259.0,Breakfast,0.1654275092936803,0.6691449814126395,0.1654275092936803,4,Endurance
cheese ravioli canned,33.0,6.0,3.5,186.0,Breakfast,0.1411764705882353,0.7764705882352941,0.08235294117647059,1,HIIT
premium crispy chicken ranch blt sandwich mcdonalds,59.8,35.3,22.9,586.0,Lunch,0.29915254237288136,0.5067796610169492,0.19406779661016949,4,Endurance
steak sandwich,52.0,30.3,14.1,459.0,Lunch,0.3143153526970955,0.5394190871369295,0.1462655601659751,4,Endurance
cheeseburger burger king,31.5,19.4,19.7,380.0,Lunch,0.2747875354107649,0.44617563739376775,0.2790368271954674,4,Endurance
cheeseburger mcdonalds,33.1,15.4,14.0,313.0,Lunch,0.2464,0.5296000000000001,0.224,4,Endurance
double cheeseburger,41.0,37.0,36.9,643.0,Lunch,0.3220191470844212,0.3568320278503046,0.32114882506527415,4,Endurance
premium grilled chicken classic sandwich mcdonalds,44.6,28.3,8.6,366.0,Lunch,0.347239263803681,0.547239263803681,0.10552147239263804,4,Endurance
big n tasty with cheese mcdonalds,39.7,27.2,36.0,573.0,Dinner,0.26433430515063167,0.38581146744412054,0.3498542274052478,4,Endurance
premium grilled chicken club sandwich mcdonalds,44.3,38.3,18.0,493.0,Lunch,0.38071570576540753,0.4403578528827038,0.17892644135188868,4,Endurance
quarter pounder mcdonalds,37.9,24.1,19.8,417.0,Lunch,0.2946210268948656,0.4633251833740831,0.24205378973105135,4,Endurance
premium crispy chicken classic sandwich mcdonalds,58.6,27.8,20.0,524.0,Lunch,0.2612781954887218,0.5507518796992481,0.18796992481203006,4,Endurance
veggie burger,10.0,11.0,4.4,124.0,Breakfast,0.4330708661417323,0.3937007874015748,0.17322834645669294,4,Endurance
quarter pounder with cheese mcdonalds,39.7,29.0,28.3,513.0,Dinner,0.29896907216494845,0.40927835051546396,0.29175257731958765,4,Endurance
beef sandwich steak raw,0.0,9.2,15.1,173.0,Lunch,0.3786008230452675,0.0,0.6213991769547326,0,Weight Loss
cheeseburger,28.7,15.0,13.2,292.0,Lunch,0.26362038664323373,0.5043936731107205,0.23198594024604566,4,Endurance
premium grilled chicken ranch blt sandwich mcdonalds,44.3,33.7,10.9,412.0,Lunch,0.37907761529808776,0.49831271091113605,0.12260967379077616,4,Endurance
big mac mcdonalds,44.0,25.9,32.8,563.0,Dinner,0.25219084712755596,0.42843232716650437,0.3193768257059396,4,Endurance
sandwich with cold cuts,79.9,41.1,39.3,833.0,Lunch,0.25639426076107297,0.4984404242046163,0.24516531503431063,4,Endurance
filet o fish mcdonalds,35.4,15.1,19.6,378.0,Dinner,0.21540656205420827,0.5049928673323824,0.2796005706134095,4,Endurance
hand breaded chicken tenders carls jr,0.2,0.0,2.9,57.0,Snack,0.0,0.06451612903225806,0.9354838709677419,3,Balanced
grilled chicken sandwich wendys,0.0,0.0,8.0,370.0,Lunch,0.0,0.0,1.0,3,Balanced
sandwich with roast beef,44.3,28.6,13.0,410.0,Lunch,0.3329452852153667,0.5157159487776484,0.15133876600698484,4,Endurance
hamburger burger king,26.5,14.7,10.4,258.0,Lunch,0.2848837209302325,0.5135658914728682,0.20155038759689922,4,Endurance
big n tasty mcdonalds,38.5,24.7,31.7,524.0,Lunch,0.2602739726027397,0.40569020021074814,0.3340358271865121,4,Endurance
roast beef sandwich,33.1,22.6,15.3,364.0,Lunch,0.3183098591549296,0.4661971830985916,0.2154929577464789,4,Endurance
roast beef sandwich with cheese,45.4,32.2,18.0,473.0,Lunch,0.33682008368200844,0.47489539748953974,0.1882845188284519,4,Endurance
hamburger,28.7,12.9,9.9,255.0,Lunch,0.2504854368932039,0.5572815533980583,0.19223300970873788,4,Endurance
premium fish sandwich burger king,58.7,22.6,27.4,572.0,Lunch,0.20791168353265868,0.5400183992640294,0.2520699172033118,4,Endurance
whopper burger king,52.8,35.4,48.4,790.0,Lunch,0.2591508052708638,0.38653001464128844,0.35431918008784774,4,Endurance
sandwich with tuna salad,55.4,29.7,28.0,584.0,Lunch,0.26259946949602125,0.4898320070733864,0.2475685234305924,4,Endurance
original chicken sandwich burger king,52.2,24.2,29.2,569.0,Lunch,0.22916666666666663,0.4943181818181818,0.2765151515151515,4,Endurance
premium crispy chicken club sandwich mcdonalds,57.4,39.1,29.9,635.0,Lunch,0.30933544303797467,0.4541139240506329,0.2365506329113924,4,Endurance
hamburger mcdonalds,28.8,12.3,9.6,251.0,Lunch,0.24260355029585798,0.5680473372781065,0.1893491124260355,4,Endurance
pepperoni pizza dominos,36.0,12.7,12.6,308.0,Lunch,0.20717781402936375,0.5872756933115824,0.2055464926590538,4,Endurance
sausage pizza,35.5,13.3,14.3,325.0,Breakfast,0.21077654516640257,0.5625990491283677,0.22662440570522982,4,Endurance
pepperoni pizza,35.5,13.0,13.2,313.0,Lunch,0.2106969205834684,0.5753646677471637,0.2139384116693679,4,Endurance
pepperoni pizza pizza hut,30.3,12.3,10.9,269.0,Lunch,0.22990654205607478,0.5663551401869159,0.20373831775700935,4,Endurance
cheese pizza pizza hut,30.0,11.5,10.5,260.0,Lunch,0.22115384615384615,0.5769230769230769,0.20192307692307693,4,Endurance
cheese pizza,35.7,12.2,10.4,285.0,Lunch,0.20926243567753,0.6123499142367067,0.1783876500857633,4,Endurance
cheese pizza dominos,35.9,11.7,9.7,278.0,Lunch,0.20418848167539266,0.6265270506108203,0.16928446771378708,4,Endurance
meat vegetable pizza,34.5,15.0,14.8,332.0,Lunch,0.2332814930015552,0.536547433903577,0.23017107309486784,4,Endurance
sucker raw,0.0,26.6,3.7,146.0,Snack,0.877887788778878,0.0,0.12211221122112212,2,Build Muscle
northern pike raw,0.0,76.3,2.7,348.0,Lunch,0.9658227848101265,0.0,0.03417721518987342,2,Build Muscle
haddock cooked,0.0,30.0,0.8,135.0,Snack,0.974025974025974,0.0,0.025974025974025976,2,Build Muscle
burbot cooked,0.0,22.3,0.9,104.0,Snack,0.9612068965517242,0.0,0.03879310344827586,2,Build Muscle
pollock cooked,0.0,75.3,3.8,356.0,Dinner,0.9519595448798989,0.0,0.04804045512010114,2,Build Muscle
whitefish cooked,0.0,37.7,11.6,265.0,Lunch,0.7647058823529411,0.0,0.2352941176470588,2,Build Muscle
walleye pike raw,0.0,30.4,1.9,148.0,Snack,0.9411764705882353,0.0,0.058823529411764705,2,Build Muscle
carp cooked,0.0,38.9,12.2,275.0,Lunch,0.761252446183953,0.0,0.23874755381604698,2,Build Muscle
wolffish cooked,0.0,53.4,7.3,293.0,Lunch,0.8797364085667216,0.0,0.12026359143327843,2,Build Muscle
snapper cooked,0.0,44.7,2.9,218.0,Lunch,0.9390756302521008,0.0,0.06092436974789916,2,Build Muscle
roe cooked,0.5,8.1,2.3,58.0,Snack,0.743119266055046,0.045871559633027525,0.21100917431192662,2,Build Muscle
herring raw,0.0,33.0,16.6,291.0,Lunch,0.6653225806451613,0.0,0.33467741935483875,2,Build Muscle
cod raw,0.0,41.1,1.5,189.0,Snack,0.9647887323943662,0.0,0.035211267605633804,2,Build Muscle
tilapia raw,0.0,23.3,2.0,111.0,Snack,0.9209486166007905,0.0,0.07905138339920949,2,Build Muscle
whiting cooked,0.0,16.9,1.2,84.0,Snack,0.9337016574585636,0.0,0.06629834254143648,2,Build Muscle
skipjack tuna cooked,0.0,86.9,4.0,407.0,Dinner,0.9559955995599559,0.0,0.044004400440044,2,Build Muscle
salmon cooked,0.0,78.7,44.0,733.0,Dinner,0.6414017929910351,0.0,0.35859820700896494,2,Build Muscle
chum salmon cooked,0.0,79.5,14.9,474.0,Dinner,0.8421610169491525,0.0,0.15783898305084745,2,Build Muscle
american shad cooked,0.0,31.3,25.4,363.0,Dinner,0.5520282186948854,0.0,0.4479717813051146,0,Weight Loss
shark cooked,1.8,5.3,3.9,65.0,Snack,0.4818181818181818,0.16363636363636364,0.35454545454545455,0,Weight Loss
trout cooked,0.0,16.5,5.3,118.0,Snack,0.7568807339449541,0.0,0.24311926605504586,2,Build Muscle
swordfish raw,0.0,26.7,9.0,196.0,Snack,0.7478991596638654,0.0,0.25210084033613445,2,Build Muscle
rainbow trout cooked,0.0,16.9,5.2,119.0,Snack,0.7647058823529412,0.0,0.23529411764705885,2,Build Muscle
fish sandwich with cheese,35.4,15.1,19.6,374.0,Lunch,0.21540656205420827,0.5049928673323824,0.2796005706134095,4,Endurance
mullet raw,0.0,23.0,4.5,139.0,Snack,0.8363636363636363,0.0,0.16363636363636364,2,Build Muscle
halibut cooked,0.0,71.7,5.1,353.0,Dinner,0.9335937500000001,0.0,0.06640625,2,Build Muscle
lingcod raw,0.0,44.2,2.7,213.0,Lunch,0.9424307036247335,0.0,0.05756929637526652,2,Build Muscle
cisco raw,0.0,15.0,1.5,77.0,Snack,0.9090909090909091,0.0,0.09090909090909091,2,Build Muscle
florida pompano cooked,0.0,20.8,10.7,186.0,Snack,0.6603174603174603,0.0,0.33968253968253964,2,Build Muscle
snapper raw,0.0,44.7,2.9,218.0,Lunch,0.9390756302521008,0.0,0.06092436974789916,2,Build Muscle
fish sandwich,58.7,22.6,27.4,565.0,Lunch,0.20791168353265868,0.5400183992640294,0.2520699172033118,4,Endurance
haddock raw,0.0,31.5,0.9,143.0,Snack,0.9722222222222222,0.0,0.02777777777777778,2,Build Muscle
ocean perch raw,0.0,9.8,1.0,51.0,Snack,0.9074074074074074,0.0,0.09259259259259259,2,Build Muscle
cod cooked,0.0,41.1,1.5,189.0,Snack,0.9647887323943662,0.0,0.035211267605633804,2,Build Muscle
seatrout raw,0.0,39.8,8.6,248.0,Lunch,0.8223140495867768,0.0,0.17768595041322313,2,Build Muscle
flounder raw,0.0,20.2,3.1,114.0,Snack,0.8669527896995708,0.0,0.13304721030042918,2,Build Muscle
spot cooked,0.0,11.9,3.1,79.0,Snack,0.7933333333333333,0.0,0.20666666666666667,2,Build Muscle
walleye pike cooked,0.0,30.4,1.9,148.0,Snack,0.9411764705882353,0.0,0.058823529411764705,2,Build Muscle
perch raw,0.0,11.6,0.6,55.0,Snack,0.9508196721311476,0.0,0.04918032786885246,2,Build Muscle
salt mackerel,0.0,25.2,34.1,415.0,Dinner,0.42495784148397975,0.0,0.5750421585160203,0,Weight Loss
mackerel cooked,0.0,21.0,15.7,231.0,Lunch,0.5722070844686648,0.0,0.4277929155313351,0,Weight Loss
tilapia cooked,0.0,22.8,2.3,111.0,Snack,0.9083665338645418,0.0,0.09163346613545816,2,Build Muscle
drum raw,0.0,34.7,9.8,236.0,Lunch,0.7797752808988765,0.0,0.22022471910112362,2,Build Muscle
atlantic croaker fried,6.6,15.8,11.0,192.0,Snack,0.4730538922155689,0.19760479041916168,0.32934131736526945,0,Weight Loss
wolffish raw,0.0,53.6,7.3,294.0,Lunch,0.8801313628899836,0.0,0.11986863711001643,2,Build Muscle
bluefin tuna cooked,0.0,44.9,9.4,276.0,Lunch,0.8268876611418048,0.0,0.1731123388581952,2,Build Muscle
scup cooked,0.0,12.1,1.8,68.0,Snack,0.8705035971223021,0.0,0.12949640287769784,2,Build Muscle
herring cooked,0.0,32.9,16.6,290.0,Lunch,0.6646464646464646,0.0,0.3353535353535354,2,Build Muscle
